Country,Breed,Breed Type,Sex,Age Groups,Number of Cattle
 Wales , BELTED WELSH BLACK X , Non Dairy , M , 54 to 60 months ,1
 Wales , BISON , Non Dairy , F , 0 to 6 months ,6
 Wales , BISON , Non Dairy , F , 6 to 12 months ,2
 Wales , BISON , Non Dairy , F , 18 to 24 months ,5
 Wales , BISON , Non Dairy , F , 30 to 36 months ,3
 Wales , BISON , Non Dairy , F , 36 to 42 months ,7
 Wales , BISON , Non Dairy , F , 42 to 48 Months ,2
 Wales , BISON , Non Dairy , F , 54 to 60 months ,3
 Wales , BISON , Non Dairy , F , 102+months ,6
 Wales , BISON , Non Dairy , F ,,5
 Wales , BISON , Non Dairy , M , 0 to 6 months ,7
 Wales , BISON , Non Dairy , M , 6 to 12 months ,4
 Wales , BISON , Non Dairy , M , 12 to 18 months ,1
 Wales , BISON , Non Dairy , M , 18 to 24 months ,6
 Wales , BISON , Non Dairy , M , 42 to 48 Months ,2
 Wales , BISON , Non Dairy , M , 54 to 60 months ,1
 Wales , X , Non Dairy , F , 102+months ,6
 Wales , BLONDE D'AQU(BLACK) , Non Dairy , F , 102+months ,1
 Wales , BLONDE D'AQU(BLACK)X , Non Dairy , F , 102+months ,2
 Wales , BLONDE D'AQUITAINE , Non Dairy , F , 0 to 6 months ,58
 Wales , BLONDE D'AQUITAINE , Non Dairy , F , 6 to 12 months ,112
 Wales , BLONDE D'AQUITAINE , Non Dairy , F , 12 to 18 months ,74
 Wales , BLONDE D'AQUITAINE , Non Dairy , F , 18 to 24 months ,121
 Wales , BLONDE D'AQUITAINE , Non Dairy , F , 24 to 30 months ,27
 Wales , BLONDE D'AQUITAINE , Non Dairy , F , 30 to 36 months ,61
 Wales , BLONDE D'AQUITAINE , Non Dairy , F , 36 to 42 months ,17
 Wales , BLONDE D'AQUITAINE , Non Dairy , F , 42 to 48 Months ,59
 Wales , BLONDE D'AQUITAINE , Non Dairy , F , 48 to 54 months ,27
 Wales , BLONDE D'AQUITAINE , Non Dairy , F , 54 to 60 months ,53
 Wales , BLONDE D'AQUITAINE , Non Dairy , F , 60 to 66 months ,16
 Wales , BLONDE D'AQUITAINE , Non Dairy , F , 66 to 72 months ,34
 Wales , BLONDE D'AQUITAINE , Non Dairy , F , 72 to 78 months ,16
 Wales , BLONDE D'AQUITAINE , Non Dairy , F , 78 to 84 months ,32
 Wales , BLONDE D'AQUITAINE , Non Dairy , F , 84 to 90 months ,25
 Wales , BLONDE D'AQUITAINE , Non Dairy , F , 90 to 96 months ,47
 Wales , BLONDE D'AQUITAINE , Non Dairy , F , 96 to102 months ,12
 Wales , BLONDE D'AQUITAINE , Non Dairy , F , 102+months ,167
 Wales , BLONDE D'AQUITAINE , Non Dairy , M , 0 to 6 months ,45
 Wales , BLONDE D'AQUITAINE , Non Dairy , M , 6 to 12 months ,109
 Wales , BLONDE D'AQUITAINE , Non Dairy , M , 12 to 18 months ,46
 Wales , BLONDE D'AQUITAINE , Non Dairy , M , 18 to 24 months ,62
 Wales , BLONDE D'AQUITAINE , Non Dairy , M , 24 to 30 months ,19
 Wales , BLONDE D'AQUITAINE , Non Dairy , M , 30 to 36 months ,25
 Wales , BLONDE D'AQUITAINE , Non Dairy , M , 36 to 42 months ,6
 Wales , BLONDE D'AQUITAINE , Non Dairy , M , 42 to 48 Months ,20
 Wales , BLONDE D'AQUITAINE , Non Dairy , M , 48 to 54 months ,6
 Wales , BLONDE D'AQUITAINE , Non Dairy , M , 54 to 60 months ,22
 Wales , BLONDE D'AQUITAINE , Non Dairy , M , 60 to 66 months ,4
 Wales , BLONDE D'AQUITAINE , Non Dairy , M , 66 to 72 months ,13
 Wales , BLONDE D'AQUITAINE , Non Dairy , M , 72 to 78 months ,6
 Wales , BLONDE D'AQUITAINE , Non Dairy , M , 78 to 84 months ,20
 Wales , BLONDE D'AQUITAINE , Non Dairy , M , 84 to 90 months ,6
 Wales , BLONDE D'AQUITAINE , Non Dairy , M , 90 to 96 months ,15
 Wales , BLONDE D'AQUITAINE , Non Dairy , M , 96 to102 months ,3
 Wales , BLONDE D'AQUITAINE , Non Dairy , M , 102+months ,35
 Wales , BLONDE D'AQUITAINE X , Non Dairy , F , 0 to 6 months ,678
 Wales , BLONDE D'AQUITAINE X , Non Dairy , F , 6 to 12 months ,"1,272"
 Wales , BLONDE D'AQUITAINE X , Non Dairy , F , 12 to 18 months ,585
 Wales , BLONDE D'AQUITAINE X , Non Dairy , F , 18 to 24 months ,989
 Wales , BLONDE D'AQUITAINE X , Non Dairy , F , 24 to 30 months ,221
 Wales , BLONDE D'AQUITAINE X , Non Dairy , F , 30 to 36 months ,308
 Wales , BLONDE D'AQUITAINE X , Non Dairy , F , 36 to 42 months ,102
 Wales , BLONDE D'AQUITAINE X , Non Dairy , F , 42 to 48 Months ,240
 Wales , BLONDE D'AQUITAINE X , Non Dairy , F , 48 to 54 months ,86
 Wales , BLONDE D'AQUITAINE X , Non Dairy , F , 54 to 60 months ,215
 Wales , BLONDE D'AQUITAINE X , Non Dairy , F , 60 to 66 months ,76
 Wales , BLONDE D'AQUITAINE X , Non Dairy , F , 66 to 72 months ,211
 Wales , BLONDE D'AQUITAINE X , Non Dairy , F , 72 to 78 months ,81
 Wales , BLONDE D'AQUITAINE X , Non Dairy , F , 78 to 84 months ,215
 Wales , BLONDE D'AQUITAINE X , Non Dairy , F , 84 to 90 months ,90
 Wales , BLONDE D'AQUITAINE X , Non Dairy , F , 90 to 96 months ,152
 Wales , BLONDE D'AQUITAINE X , Non Dairy , F , 96 to102 months ,86
 Wales , BLONDE D'AQUITAINE X , Non Dairy , F , 102+months ,861
 Wales , BLONDE D'AQUITAINE X , Non Dairy , F ,,7
 Wales , BLONDE D'AQUITAINE X , Non Dairy , M , 0 to 6 months ,683
 Wales , BLONDE D'AQUITAINE X , Non Dairy , M , 6 to 12 months ,"1,231"
 Wales , BLONDE D'AQUITAINE X , Non Dairy , M , 12 to 18 months ,506
 Wales , BLONDE D'AQUITAINE X , Non Dairy , M , 18 to 24 months ,746
 Wales , BLONDE D'AQUITAINE X , Non Dairy , M , 24 to 30 months ,134
 Wales , BLONDE D'AQUITAINE X , Non Dairy , M , 30 to 36 months ,53
 Wales , BLONDE D'AQUITAINE X , Non Dairy , M , 36 to 42 months ,11
 Wales , BLONDE D'AQUITAINE X , Non Dairy , M , 42 to 48 Months ,16
 Wales , BLONDE D'AQUITAINE X , Non Dairy , M , 48 to 54 months ,6
 Wales , BLONDE D'AQUITAINE X , Non Dairy , M , 54 to 60 months ,6
 Wales , BLONDE D'AQUITAINE X , Non Dairy , M , 66 to 72 months ,6
 Wales , BLONDE D'AQUITAINE X , Non Dairy , M , 72 to 78 months ,4
 Wales , BLONDE D'AQUITAINE X , Non Dairy , M , 78 to 84 months ,2
 Wales , BLONDE D'AQUITAINE X , Non Dairy , M , 90 to 96 months ,3
 Wales , BLONDE D'AQUITAINE X , Non Dairy , M , 102+months ,8
 Wales , BLONDE D'AQUITAINE X , Non Dairy , M ,,6
 Wales , BLUE ALBION X , Dairy , F , 12 to 18 months ,1
 Wales , BLUE ALBION X , Dairy , F , 18 to 24 months ,1
 Wales , BLUE ALBION X , Dairy , F , 54 to 60 months ,1
 Wales , BLUE ALBION X , Dairy , F , 66 to 72 months ,8
 Wales , BLUE ALBION X , Dairy , F , 72 to 78 months ,5
 Wales , BLUE ALBION X , Dairy , F , 78 to 84 months ,3
 Wales , BLUE ALBION X , Dairy , F , 84 to 90 months ,1
 Wales , BLUE ALBION X , Dairy , F , 90 to 96 months ,2
 Wales , BLUE ALBION X , Dairy , F , 96 to102 months ,1
 Wales , BLUE GREY , Non Dairy , F , 6 to 12 months ,1
 Wales , BLUE GREY , Non Dairy , F , 12 to 18 months ,11
 Wales , BLUE GREY , Non Dairy , F , 18 to 24 months ,4
 Wales , BLUE GREY , Non Dairy , F , 24 to 30 months ,12
 Wales , BLUE GREY , Non Dairy , F , 30 to 36 months ,6
 Wales , BLUE GREY , Non Dairy , F , 36 to 42 months ,9
 Wales , BLUE GREY , Non Dairy , F , 42 to 48 Months ,6
 Wales , BLUE GREY , Non Dairy , F , 48 to 54 months ,2
 Wales , BLUE GREY , Non Dairy , F , 60 to 66 months ,1
 Wales , BLUE GREY , Non Dairy , F , 66 to 72 months ,7
 Wales , BLUE GREY , Non Dairy , F , 72 to 78 months ,1
 Wales , BLUE GREY , Non Dairy , F , 78 to 84 months ,3
 Wales , BLUE GREY , Non Dairy , F , 84 to 90 months ,6
 Wales , BLUE GREY , Non Dairy , F , 90 to 96 months ,1
 Wales , BLUE GREY , Non Dairy , F , 102+months ,4
 Wales , BLUE GREY , Non Dairy , M , 0 to 6 months ,1
 Wales , BLUE GREY , Non Dairy , M , 12 to 18 months ,2
 Wales , BLUE GREY , Non Dairy , M , 18 to 24 months ,3
 Wales , BLUE GREY , Non Dairy , M , 24 to 30 months ,5
 Wales , BLUE GREY , Non Dairy , M , 30 to 36 months ,2
 Wales , BLUE GREY X , Non Dairy , F , 0 to 6 months ,2
 Wales , BLUE GREY X , Non Dairy , F , 6 to 12 months ,8
 Wales , BLUE GREY X , Non Dairy , F , 12 to 18 months ,7
 Wales , BLUE GREY X , Non Dairy , F , 18 to 24 months ,5
 Wales , BLUE GREY X , Non Dairy , F , 24 to 30 months ,4
 Wales , BLUE GREY X , Non Dairy , F , 30 to 36 months ,3
 Wales , BLUE GREY X , Non Dairy , F , 36 to 42 months ,1
 Wales , BLUE GREY X , Non Dairy , F , 42 to 48 Months ,5
 Wales , BLUE GREY X , Non Dairy , F , 48 to 54 months ,4
 Wales , BLUE GREY X , Non Dairy , F , 54 to 60 months ,11
 Wales , BLUE GREY X , Non Dairy , F , 60 to 66 months ,4
 Wales , BLUE GREY X , Non Dairy , F , 78 to 84 months ,1
 Wales , BLUE GREY X , Non Dairy , F , 102+months ,2
 Wales , BLUE GREY X , Non Dairy , F ,,1
 Wales , BLUE GREY X , Non Dairy , M , 0 to 6 months ,6
 Wales , BLUE GREY X , Non Dairy , M , 6 to 12 months ,1
 Wales , BLUE GREY X , Non Dairy , M , 12 to 18 months ,8
 Wales , BLUE GREY X , Non Dairy , M , 18 to 24 months ,1
 Wales , BLUE GREY X , Non Dairy , M , 24 to 30 months ,1
 Wales , BLUE GREY X , Non Dairy , M , 54 to 60 months ,1
 Wales , BRAHMAN , Non Dairy , F , 0 to 6 months ,1
 Wales , BRAHMAN , Non Dairy , F , 12 to 18 months ,1
 Wales , BRAHMAN , Non Dairy , F , 102+months ,1
 Wales , BRAHMAN X , Non Dairy , F , 66 to 72 months ,1
 Wales , BRAHMAN X , Non Dairy , F , 78 to 84 months ,2
 Wales , BRAHMAN X , Non Dairy , F , 102+months ,1
 Wales , BRITISH BLUE , Non Dairy , F , 0 to 6 months ,533
 Wales , BRITISH BLUE , Non Dairy , F , 6 to 12 months ,528
 Wales , BRITISH BLUE , Non Dairy , F , 12 to 18 months ,402
 Wales , BRITISH BLUE , Non Dairy , F , 18 to 24 months ,393
 Wales , BRITISH BLUE , Non Dairy , F , 24 to 30 months ,245
 Wales , BRITISH BLUE , Non Dairy , F , 30 to 36 months ,213
 Wales , BRITISH BLUE , Non Dairy , F , 36 to 42 months ,140
 Wales , BRITISH BLUE , Non Dairy , F , 42 to 48 Months ,199
 Wales , BRITISH BLUE , Non Dairy , F , 48 to 54 months ,174
 Wales , BRITISH BLUE , Non Dairy , F , 54 to 60 months ,175
 Wales , BRITISH BLUE , Non Dairy , F , 60 to 66 months ,99
 Wales , BRITISH BLUE , Non Dairy , F , 66 to 72 months ,23
 Wales , BRITISH BLUE , Non Dairy , F , 72 to 78 months ,1
 Wales , BRITISH BLUE , Non Dairy , F , 84 to 90 months ,1
 Wales , BRITISH BLUE , Non Dairy , F , 90 to 96 months ,1
 Wales , BRITISH BLUE , Non Dairy , F ,,4
 Wales , BRITISH BLUE , Non Dairy , M , 0 to 6 months ,529
 Wales , BRITISH BLUE , Non Dairy , M , 6 to 12 months ,548
 Wales , BRITISH BLUE , Non Dairy , M , 12 to 18 months ,341
 Wales , BRITISH BLUE , Non Dairy , M , 18 to 24 months ,315
 Wales , BRITISH BLUE , Non Dairy , M , 24 to 30 months ,167
 Wales , BRITISH BLUE , Non Dairy , M , 30 to 36 months ,79
 Wales , BRITISH BLUE , Non Dairy , M , 36 to 42 months ,30
 Wales , BRITISH BLUE , Non Dairy , M , 42 to 48 Months ,42
 Wales , BRITISH BLUE , Non Dairy , M , 48 to 54 months ,28
 Wales , BRITISH BLUE , Non Dairy , M , 54 to 60 months ,37
 Wales , BRITISH BLUE , Non Dairy , M , 60 to 66 months ,9
 Wales , BRITISH BLUE , Non Dairy , M , 66 to 72 months ,13
 Wales , BRITISH BLUE , Non Dairy , M , 72 to 78 months ,4
 Wales , BRITISH BLUE , Non Dairy , M , 78 to 84 months ,1
 Wales , BRITISH BLUE , Non Dairy , M ,,3
 Wales , BRITISH BLUE X , Non Dairy , F , 0 to 6 months ,"5,876"
 Wales , BRITISH BLUE X , Non Dairy , F , 6 to 12 months ,"5,863"
 Wales , BRITISH BLUE X , Non Dairy , F , 12 to 18 months ,"5,061"
 Wales , BRITISH BLUE X , Non Dairy , F , 18 to 24 months ,"4,715"
 Wales , BRITISH BLUE X , Non Dairy , F , 24 to 30 months ,"2,738"
 Wales , BRITISH BLUE X , Non Dairy , F , 30 to 36 months ,"2,201"
 Wales , BRITISH BLUE X , Non Dairy , F , 36 to 42 months ,"1,516"
 Wales , BRITISH BLUE X , Non Dairy , F , 42 to 48 Months ,"1,813"
 Wales , BRITISH BLUE X , Non Dairy , F , 48 to 54 months ,"1,390"
 Wales , BRITISH BLUE X , Non Dairy , F , 54 to 60 months ,"1,429"
 Wales , BRITISH BLUE X , Non Dairy , F , 60 to 66 months ,864
 Wales , BRITISH BLUE X , Non Dairy , F , 66 to 72 months ,126
 Wales , BRITISH BLUE X , Non Dairy , F , 72 to 78 months ,21
 Wales , BRITISH BLUE X , Non Dairy , F , 78 to 84 months ,3
 Wales , BRITISH BLUE X , Non Dairy , F , 84 to 90 months ,1
 Wales , BRITISH BLUE X , Non Dairy , F , 96 to102 months ,1
 Wales , BRITISH BLUE X , Non Dairy , F , 102+months ,2
 Wales , BRITISH BLUE X , Non Dairy , F ,,15
 Wales , BRITISH BLUE X , Non Dairy , M , 0 to 6 months ,"5,644"
 Wales , BRITISH BLUE X , Non Dairy , M , 6 to 12 months ,"5,722"
 Wales , BRITISH BLUE X , Non Dairy , M , 12 to 18 months ,"4,446"
 Wales , BRITISH BLUE X , Non Dairy , M , 18 to 24 months ,"3,613"
 Wales , BRITISH BLUE X , Non Dairy , M , 24 to 30 months ,"1,661"
 Wales , BRITISH BLUE X , Non Dairy , M , 30 to 36 months ,426
 Wales , BRITISH BLUE X , Non Dairy , M , 36 to 42 months ,60
 Wales , BRITISH BLUE X , Non Dairy , M , 42 to 48 Months ,42
 Wales , BRITISH BLUE X , Non Dairy , M , 48 to 54 months ,17
 Wales , BRITISH BLUE X , Non Dairy , M , 54 to 60 months ,16
 Wales , BRITISH BLUE X , Non Dairy , M , 60 to 66 months ,2
 Wales , BRITISH BLUE X , Non Dairy , M , 66 to 72 months ,3
 Wales , BRITISH BLUE X , Non Dairy , M ,,3
 Wales , BRITISH FRIESIAN , Dairy , F , 0 to 6 months ,"5,578"
 Wales , BRITISH FRIESIAN , Dairy , F , 6 to 12 months ,"6,634"
 Wales , BRITISH FRIESIAN , Dairy , F , 12 to 18 months ,"5,140"
 Wales , BRITISH FRIESIAN , Dairy , F , 18 to 24 months ,"6,128"
 Wales , BRITISH FRIESIAN , Dairy , F , 24 to 30 months ,"4,614"
 Wales , BRITISH FRIESIAN , Dairy , F , 30 to 36 months ,"6,070"
 Wales , BRITISH FRIESIAN , Dairy , F , 36 to 42 months ,"4,141"
 Wales , BRITISH FRIESIAN , Dairy , F , 42 to 48 Months ,"5,251"
 Wales , BRITISH FRIESIAN , Dairy , F , 48 to 54 months ,"3,654"
 Wales , BRITISH FRIESIAN , Dairy , F , 54 to 60 months ,"4,383"
 Wales , BRITISH FRIESIAN , Dairy , F , 60 to 66 months ,"3,376"
 Wales , BRITISH FRIESIAN , Dairy , F , 66 to 72 months ,"3,503"
 Wales , BRITISH FRIESIAN , Dairy , F , 72 to 78 months ,"2,699"
 Wales , BRITISH FRIESIAN , Dairy , F , 78 to 84 months ,"2,556"
 Wales , BRITISH FRIESIAN , Dairy , F , 84 to 90 months ,"1,870"
 Wales , BRITISH FRIESIAN , Dairy , F , 90 to 96 months ,"1,928"
 Wales , BRITISH FRIESIAN , Dairy , F , 96 to102 months ,"1,547"
 Wales , BRITISH FRIESIAN , Dairy , F , 102+months ,"7,853"
 Wales , BRITISH FRIESIAN , Dairy , F ,,25
 Wales , BRITISH FRIESIAN , Dairy , M , 0 to 6 months ,"3,606"
 Wales , BRITISH FRIESIAN , Dairy , M , 6 to 12 months ,"4,260"
 Wales , BRITISH FRIESIAN , Dairy , M , 12 to 18 months ,"3,005"
 Wales , BRITISH FRIESIAN , Dairy , M , 18 to 24 months ,"2,704"
 Wales , BRITISH FRIESIAN , Dairy , M , 24 to 30 months ,"1,669"
 Wales , BRITISH FRIESIAN , Dairy , M , 30 to 36 months ,545
 Wales , BRITISH FRIESIAN , Dairy , M , 36 to 42 months ,103
 Wales , BRITISH FRIESIAN , Dairy , M , 42 to 48 Months ,67
 Wales , BRITISH FRIESIAN , Dairy , M , 48 to 54 months ,31
 Wales , BRITISH FRIESIAN , Dairy , M , 54 to 60 months ,15
 Wales , BRITISH FRIESIAN , Dairy , M , 60 to 66 months ,17
 Wales , BRITISH FRIESIAN , Dairy , M , 66 to 72 months ,14
 Wales , BRITISH FRIESIAN , Dairy , M , 72 to 78 months ,11
 Wales , BRITISH FRIESIAN , Dairy , M , 78 to 84 months ,10
 Wales , BRITISH FRIESIAN , Dairy , M , 84 to 90 months ,6
 Wales , BRITISH FRIESIAN , Dairy , M , 90 to 96 months ,10
 Wales , BRITISH FRIESIAN , Dairy , M , 96 to102 months ,5
 Wales , BRITISH FRIESIAN , Dairy , M , 102+months ,39
 Wales , BRITISH FRIESIAN X , Dairy , F , 0 to 6 months ,"1,444"
 Wales , BRITISH FRIESIAN X , Dairy , F , 6 to 12 months ,"3,690"
 Wales , BRITISH FRIESIAN X , Dairy , F , 12 to 18 months ,"1,259"
 Wales , BRITISH FRIESIAN X , Dairy , F , 18 to 24 months ,"3,367"
 Wales , BRITISH FRIESIAN X , Dairy , F , 24 to 30 months ,"1,243"
 Wales , BRITISH FRIESIAN X , Dairy , F , 30 to 36 months ,"2,873"
 Wales , BRITISH FRIESIAN X , Dairy , F , 36 to 42 months ,810
 Wales , BRITISH FRIESIAN X , Dairy , F , 42 to 48 Months ,"2,124"
 Wales , BRITISH FRIESIAN X , Dairy , F , 48 to 54 months ,741
 Wales , BRITISH FRIESIAN X , Dairy , F , 54 to 60 months ,"1,278"
 Wales , BRITISH FRIESIAN X , Dairy , F , 60 to 66 months ,538
 Wales , BRITISH FRIESIAN X , Dairy , F , 66 to 72 months ,"1,175"
 Wales , BRITISH FRIESIAN X , Dairy , F , 72 to 78 months ,375
 Wales , BRITISH FRIESIAN X , Dairy , F , 78 to 84 months ,649
 Wales , BRITISH FRIESIAN X , Dairy , F , 84 to 90 months ,268
 Wales , BRITISH FRIESIAN X , Dairy , F , 90 to 96 months ,417
 Wales , BRITISH FRIESIAN X , Dairy , F , 96 to102 months ,191
 Wales , BRITISH FRIESIAN X , Dairy , F , 102+months ,970
 Wales , BRITISH FRIESIAN X , Dairy , F ,,2
 Wales , BRITISH FRIESIAN X , Dairy , M , 0 to 6 months ,863
 Wales , BRITISH FRIESIAN X , Dairy , M , 6 to 12 months ,"1,870"
 Wales , BRITISH FRIESIAN X , Dairy , M , 12 to 18 months ,866
 Wales , BRITISH FRIESIAN X , Dairy , M , 18 to 24 months ,"1,386"
 Wales , BRITISH FRIESIAN X , Dairy , M , 24 to 30 months ,479
 Wales , BRITISH FRIESIAN X , Dairy , M , 30 to 36 months ,201
 Wales , BRITISH FRIESIAN X , Dairy , M , 36 to 42 months ,13
 Wales , BRITISH FRIESIAN X , Dairy , M , 42 to 48 Months ,17
 Wales , BRITISH FRIESIAN X , Dairy , M , 48 to 54 months ,3
 Wales , BRITISH FRIESIAN X , Dairy , M , 54 to 60 months ,13
 Wales , BRITISH FRIESIAN X , Dairy , M , 66 to 72 months ,3
 Wales , BRITISH FRIESIAN X , Dairy , M , 72 to 78 months ,1
 Wales , BRITISH FRIESIAN X , Dairy , M , 78 to 84 months ,1
 Wales , BRITISH FRIESIAN X , Dairy , M , 84 to 90 months ,1
 Wales , BRITISH FRIESIAN X , Dairy , M , 90 to 96 months ,3
 Wales , BRITISH FRIESIAN X , Dairy , M , 102+months ,11
 Wales , BRITISH HOLSTEIN , Dairy , F , 0 to 6 months ,352
 Wales , BRITISH HOLSTEIN , Dairy , F , 6 to 12 months ,380
 Wales , BRITISH HOLSTEIN , Dairy , F , 12 to 18 months ,340
 Wales , BRITISH HOLSTEIN , Dairy , F , 18 to 24 months ,300
 Wales , BRITISH HOLSTEIN , Dairy , F , 24 to 30 months ,278
 Wales , BRITISH HOLSTEIN , Dairy , F , 30 to 36 months ,224
 Wales , BRITISH HOLSTEIN , Dairy , F , 36 to 42 months ,299
 Wales , BRITISH HOLSTEIN , Dairy , F , 42 to 48 Months ,260
 Wales , BRITISH HOLSTEIN , Dairy , F , 48 to 54 months ,214
 Wales , BRITISH HOLSTEIN , Dairy , F , 54 to 60 months ,147
 Wales , BRITISH HOLSTEIN , Dairy , F , 60 to 66 months ,133
 Wales , BRITISH HOLSTEIN , Dairy , F , 66 to 72 months ,80
 Wales , BRITISH HOLSTEIN , Dairy , F , 72 to 78 months ,73
 Wales , BRITISH HOLSTEIN , Dairy , F , 78 to 84 months ,60
 Wales , BRITISH HOLSTEIN , Dairy , F , 84 to 90 months ,55
 Wales , BRITISH HOLSTEIN , Dairy , F , 90 to 96 months ,39
 Wales , BRITISH HOLSTEIN , Dairy , F , 96 to102 months ,31
 Wales , BRITISH HOLSTEIN , Dairy , F , 102+months ,10
 Wales , BRITISH HOLSTEIN , Dairy , M , 0 to 6 months ,83
 Wales , BRITISH HOLSTEIN , Dairy , M , 6 to 12 months ,123
 Wales , BRITISH HOLSTEIN , Dairy , M , 12 to 18 months ,113
 Wales , BRITISH HOLSTEIN , Dairy , M , 18 to 24 months ,92
 Wales , BRITISH HOLSTEIN , Dairy , M , 24 to 30 months ,61
 Wales , BRITISH HOLSTEIN , Dairy , M , 30 to 36 months ,32
 Wales , BRITISH HOLSTEIN , Dairy , M , 36 to 42 months ,12
 Wales , BRITISH HOLSTEIN , Dairy , M , 42 to 48 Months ,2
 Wales , BRITISH HOLSTEIN , Dairy , M , 54 to 60 months ,1
 Wales , BRITISH HOLSTEIN X , Dairy , F , 0 to 6 months ,138
 Wales , BRITISH HOLSTEIN X , Dairy , F , 6 to 12 months ,48
 Wales , BRITISH HOLSTEIN X , Dairy , F , 12 to 18 months ,43
 Wales , BRITISH HOLSTEIN X , Dairy , F , 18 to 24 months ,35
 Wales , BRITISH HOLSTEIN X , Dairy , F , 24 to 30 months ,61
 Wales , BRITISH HOLSTEIN X , Dairy , F , 30 to 36 months ,53
 Wales , BRITISH HOLSTEIN X , Dairy , F , 36 to 42 months ,51
 Wales , BRITISH HOLSTEIN X , Dairy , F , 42 to 48 Months ,21
 Wales , BRITISH HOLSTEIN X , Dairy , F , 48 to 54 months ,37
 Wales , BRITISH HOLSTEIN X , Dairy , F , 54 to 60 months ,43
 Wales , BRITISH HOLSTEIN X , Dairy , F , 60 to 66 months ,20
 Wales , BRITISH HOLSTEIN X , Dairy , F , 66 to 72 months ,28
 Wales , BRITISH HOLSTEIN X , Dairy , F , 72 to 78 months ,35
 Wales , BRITISH HOLSTEIN X , Dairy , F , 78 to 84 months ,18
 Wales , BRITISH HOLSTEIN X , Dairy , F , 84 to 90 months ,18
 Wales , BRITISH HOLSTEIN X , Dairy , F , 90 to 96 months ,12
 Wales , BRITISH HOLSTEIN X , Dairy , F , 96 to102 months ,4
 Wales , BRITISH HOLSTEIN X , Dairy , F , 102+months ,3
 Wales , BRITISH HOLSTEIN X , Dairy , M , 0 to 6 months ,20
 Wales , BRITISH HOLSTEIN X , Dairy , M , 6 to 12 months ,10
 Wales , BRITISH HOLSTEIN X , Dairy , M , 12 to 18 months ,13
 Wales , BRITISH HOLSTEIN X , Dairy , M , 18 to 24 months ,14
 Wales , BRITISH HOLSTEIN X , Dairy , M , 24 to 30 months ,8
 Wales , BRITISH HOLSTEIN X , Dairy , M , 30 to 36 months ,12
 Wales , BRITISH HOLSTEIN X , Dairy , M , 36 to 42 months ,2
 Wales , BRITISH HOLSTEIN X , Dairy , M , 72 to 78 months ,1
 Wales , BRITISH WHITE , Non Dairy , F , 0 to 6 months ,27
 Wales , BRITISH WHITE , Non Dairy , F , 6 to 12 months ,20
 Wales , BRITISH WHITE , Non Dairy , F , 12 to 18 months ,21
 Wales , BRITISH WHITE , Non Dairy , F , 18 to 24 months ,28
 Wales , BRITISH WHITE , Non Dairy , F , 24 to 30 months ,16
 Wales , BRITISH WHITE , Non Dairy , F , 30 to 36 months ,13
 Wales , BRITISH WHITE , Non Dairy , F , 36 to 42 months ,5
 Wales , BRITISH WHITE , Non Dairy , F , 42 to 48 Months ,16
 Wales , BRITISH WHITE , Non Dairy , F , 48 to 54 months ,11
 Wales , BRITISH WHITE , Non Dairy , F , 54 to 60 months ,17
 Wales , BRITISH WHITE , Non Dairy , F , 60 to 66 months ,7
 Wales , BRITISH WHITE , Non Dairy , F , 66 to 72 months ,9
 Wales , BRITISH WHITE , Non Dairy , F , 72 to 78 months ,5
 Wales , BRITISH WHITE , Non Dairy , F , 78 to 84 months ,15
 Wales , BRITISH WHITE , Non Dairy , F , 84 to 90 months ,2
 Wales , BRITISH WHITE , Non Dairy , F , 90 to 96 months ,11
 Wales , BRITISH WHITE , Non Dairy , F , 96 to102 months ,6
 Wales , BRITISH WHITE , Non Dairy , F , 102+months ,42
 Wales , BRITISH WHITE , Non Dairy , M , 0 to 6 months ,18
 Wales , BRITISH WHITE , Non Dairy , M , 6 to 12 months ,26
 Wales , BRITISH WHITE , Non Dairy , M , 12 to 18 months ,8
 Wales , BRITISH WHITE , Non Dairy , M , 18 to 24 months ,25
 Wales , BRITISH WHITE , Non Dairy , M , 24 to 30 months ,3
