ORGANISATION NAME,EFFECTIVE DATE,DIRECTORATE,SUPPLIER NAME,DATE PAID,AMOUNT (£),PURPOSE,TRANSACTION NO.
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,MORRIS QUALITY BAKERS,16/11/2018,10.60 ,PROVISIONS,V001337135
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,MORRIS QUALITY BAKERS,16/11/2018,0.60 ,PROVISIONS,V001337136
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,MORRIS QUALITY BAKERS,16/11/2018,0.60 ,PROVISIONS,V001337136
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,MORRIS QUALITY BAKERS,16/11/2018,2.88 ,PROVISIONS,V001337136
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,MORRIS QUALITY BAKERS,16/11/2018,8.40 ,PROVISIONS,V001337136
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,MORRIS QUALITY BAKERS,16/11/2018,10.60 ,PROVISIONS,V001337136
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,TC MEATS LIMITED,16/11/2018,42.95 ,PROVISIONS,V001337137
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,0.32 ,PROVISIONS,V001337138
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,2.88 ,PROVISIONS,V001337138
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,ALLIANCE DISPOSABLES LIMITED,16/11/2018,-7.76 ,CATERING - GENERAL,V001337139
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,MORRIS QUALITY BAKERS,16/11/2018,4.40 ,PROVISIONS,V001337140
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,MORRIS QUALITY BAKERS,16/11/2018,31.75 ,PROVISIONS,V001337140
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,0.55 ,PROVISIONS,V001337141
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,0.70 ,PROVISIONS,V001337141
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,0.75 ,PROVISIONS,V001337141
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,0.75 ,PROVISIONS,V001337141
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,0.78 ,PROVISIONS,V001337141
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,0.84 ,PROVISIONS,V001337141
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,0.98 ,PROVISIONS,V001337141
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,0.99 ,PROVISIONS,V001337141
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,1.05 ,PROVISIONS,V001337141
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,1.35 ,PROVISIONS,V001337141
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,1.70 ,PROVISIONS,V001337141
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,1.70 ,PROVISIONS,V001337141
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,1.75 ,PROVISIONS,V001337141
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,1.75 ,PROVISIONS,V001337141
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,1.92 ,PROVISIONS,V001337141
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,1.95 ,PROVISIONS,V001337141
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,2.10 ,PROVISIONS,V001337141
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,2.40 ,PROVISIONS,V001337141
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,2.50 ,PROVISIONS,V001337141
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,2.56 ,PROVISIONS,V001337141
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,2.70 ,PROVISIONS,V001337141
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,2.95 ,PROVISIONS,V001337141
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,3.18 ,PROVISIONS,V001337141
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,3.60 ,PROVISIONS,V001337141
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,3.84 ,PROVISIONS,V001337141
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,4.50 ,PROVISIONS,V001337141
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,5.04 ,PROVISIONS,V001337141
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,5.20 ,PROVISIONS,V001337141
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,5.40 ,PROVISIONS,V001337141
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,5.60 ,PROVISIONS,V001337141
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,5.76 ,PROVISIONS,V001337141
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,6.00 ,PROVISIONS,V001337141
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,8.70 ,PROVISIONS,V001337141
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,8.90 ,PROVISIONS,V001337141
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,9.60 ,PROVISIONS,V001337141
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,10.60 ,PROVISIONS,V001337141
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,19.52 ,PROVISIONS,V001337141
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,19.90 ,PROVISIONS,V001337141
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,30.24 ,PROVISIONS,V001337141
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,42.95 ,PROVISIONS,V001337141
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,38.88 ,PROVISIONS,V001337142
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,TC MEATS LIMITED,16/11/2018,5.11 ,PROVISIONS,V001337143
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,TC MEATS LIMITED,16/11/2018,25.53 ,PROVISIONS,V001337143
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,TC MEATS LIMITED,16/11/2018,26.95 ,PROVISIONS,V001337143
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,TC MEATS LIMITED,16/11/2018,68.29 ,PROVISIONS,V001337144
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,MORRIS QUALITY BAKERS,16/11/2018,15.24 ,PROVISIONS,V001337145
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,MORRIS QUALITY BAKERS,16/11/2018,5.76 ,PROVISIONS,V001337146
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,MORRIS QUALITY BAKERS,16/11/2018,6.36 ,PROVISIONS,V001337146
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,MORRIS QUALITY BAKERS,16/11/2018,16.80 ,PROVISIONS,V001337146
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,3.18 ,PROVISIONS,V001337147
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,5.60 ,PROVISIONS,V001337147
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,8.70 ,PROVISIONS,V001337147
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,0.45 ,PROVISIONS,V001337148
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,0.46 ,PROVISIONS,V001337148
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,0.84 ,PROVISIONS,V001337148
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,0.99 ,PROVISIONS,V001337148
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,1.40 ,PROVISIONS,V001337148
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,1.48 ,PROVISIONS,V001337148
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,1.48 ,PROVISIONS,V001337148
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,1.50 ,PROVISIONS,V001337148
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,1.70 ,PROVISIONS,V001337148
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,2.08 ,PROVISIONS,V001337148
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,2.56 ,PROVISIONS,V001337148
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,2.80 ,PROVISIONS,V001337148
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,3.28 ,PROVISIONS,V001337148
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,3.60 ,PROVISIONS,V001337148
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,4.26 ,PROVISIONS,V001337148
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,5.40 ,PROVISIONS,V001337148
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,6.83 ,PROVISIONS,V001337148
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,8.70 ,PROVISIONS,V001337148
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,8.90 ,PROVISIONS,V001337148
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,0.85 ,PROVISIONS,V001337149
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,0.85 ,PROVISIONS,V001337149
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,1.28 ,PROVISIONS,V001337149
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,1.35 ,PROVISIONS,V001337149
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,1.40 ,PROVISIONS,V001337149
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,1.75 ,PROVISIONS,V001337149
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,1.87 ,PROVISIONS,V001337149
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,2.80 ,PROVISIONS,V001337149
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,2.95 ,PROVISIONS,V001337149
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,4.16 ,PROVISIONS,V001337149
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,5.60 ,PROVISIONS,V001337149
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,5.76 ,PROVISIONS,V001337149
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,5.76 ,PROVISIONS,V001337149
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,8.70 ,PROVISIONS,V001337149
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,8.90 ,PROVISIONS,V001337149
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,10.80 ,PROVISIONS,V001337149
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,10.80 ,PROVISIONS,V001337149
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,17.28 ,PROVISIONS,V001337149
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,17.28 ,PROVISIONS,V001337149
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,0.85 ,PROVISIONS,V001337150
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,1.50 ,PROVISIONS,V001337150
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,2.08 ,PROVISIONS,V001337150
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,2.10 ,PROVISIONS,V001337150
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,2.88 ,PROVISIONS,V001337150
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,3.18 ,PROVISIONS,V001337150
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,3.60 ,PROVISIONS,V001337150
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,5.12 ,PROVISIONS,V001337150
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,5.40 ,PROVISIONS,V001337150
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,7.68 ,PROVISIONS,V001337150
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,8.20 ,PROVISIONS,V001337150
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,10.80 ,PROVISIONS,V001337150
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,17.80 ,PROVISIONS,V001337150
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,21.60 ,PROVISIONS,V001337150
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,34.36 ,PROVISIONS,V001337150
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,38.88 ,PROVISIONS,V001337150
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,81.96 ,PROVISIONS,V001337150
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,0.14 ,PROVISIONS,V001337151
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,0.40 ,PROVISIONS,V001337151
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,1.35 ,PROVISIONS,V001337151
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,1.48 ,PROVISIONS,V001337151
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,1.48 ,PROVISIONS,V001337151
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,1.48 ,PROVISIONS,V001337151
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,1.50 ,PROVISIONS,V001337151
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,1.58 ,PROVISIONS,V001337151
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,1.59 ,PROVISIONS,V001337151
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,2.66 ,PROVISIONS,V001337151
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,3.60 ,PROVISIONS,V001337151
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,4.04 ,PROVISIONS,V001337151
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,7.00 ,PROVISIONS,V001337151
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,7.68 ,PROVISIONS,V001337151
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,7.68 ,PROVISIONS,V001337151
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,7.68 ,PROVISIONS,V001337151
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,7.68 ,PROVISIONS,V001337151
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,10.60 ,PROVISIONS,V001337151
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,11.94 ,PROVISIONS,V001337151
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,15.99 ,PROVISIONS,V001337151
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,16.75 ,PROVISIONS,V001337151
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,19.44 ,PROVISIONS,V001337151
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,25.92 ,PROVISIONS,V001337151
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,26.10 ,PROVISIONS,V001337151
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,TC MEATS LIMITED,16/11/2018,19.84 ,PROVISIONS,V001337152
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,MORRIS QUALITY BAKERS,16/11/2018,6.62 ,PROVISIONS,V001337153
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,MORRIS QUALITY BAKERS,16/11/2018,10.44 ,PROVISIONS,V001337153
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,MORRIS QUALITY BAKERS,16/11/2018,10.78 ,PROVISIONS,V001337153
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,MORRIS QUALITY BAKERS,16/11/2018,12.72 ,PROVISIONS,V001337153
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,MORRIS QUALITY BAKERS,16/11/2018,0.94 ,PROVISIONS,V001337154
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,MORRIS QUALITY BAKERS,16/11/2018,1.68 ,PROVISIONS,V001337154
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,MORRIS QUALITY BAKERS,16/11/2018,3.31 ,PROVISIONS,V001337154
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,MORRIS QUALITY BAKERS,16/11/2018,4.80 ,PROVISIONS,V001337154
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,MORRIS QUALITY BAKERS,16/11/2018,7.42 ,PROVISIONS,V001337154
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,MORRIS QUALITY BAKERS,16/11/2018,26.88 ,PROVISIONS,V001337155
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,1.40 ,PROVISIONS,V001337156
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,1.70 ,PROVISIONS,V001337156
