SampleNumber,ProductionArea,BedId,LocalAuthority,GridReference,SamplingPoint,DateSampleCollected,DateSampleArrivedAtWeymouth,SpeciesSampled,PSP_HPLC_Result_PS_NG,PSPMBAResultMBA1,PSPMBAResultMBA2,PSPAverageMBAResult,DSPResultPositive,DSPResultNegative,DomoicAcid,ActionRequired,SampleNumber2
BTX/2007/1027,The Solent,B024Q,Portsmouth PHA,SZ63499696,Spit Bank,2007-05-14,2007-05-15,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2007/1027
BTX/2007/1028,Alde/Ore,B008E,Suffolk Coastal DC,TM46185505,Martello Tower,2007-05-14,2007-05-15,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2007/1028
BTX/2007/1029,Butley,B009A,Suffolk Coastal DC,TM39704870,Butley Creek,2007-05-14,2007-05-15,Pacific Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2007/1029
BTX/2007/1038,Salcombe,B029D,South Hams DC,SX75554148,Geese Quarries,2007-05-15,2007-05-16,Pacific Oysters,PS,ND,ND,ND,,,,,BTX/2007/1038
BTX/2007/1039,The Solent,B24AV,Southampton PHA,SZ47509960,Stanswood,2007-05-15,2007-05-16,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2007/1039
BTX/2007/1040,Southampton Water,B021L,Southampton PHA,SU47800530,Hamble Estuary,2007-05-15,2007-05-16,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2007/1040
BTX/2007/1041,Southampton Water,B021D,Southampton PHA,SU45000770,Netley,2007-05-15,2007-05-16,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2007/1041
BTX/2007/1042,Helford,B034A,Falmouth and Truro PHA,SW75282664,Calamansack Bar,2007-05-15,2007-05-16,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2007/1042
BTX/2007/1043,Plymouth,B32AD,Plymouth PHA,SX41875721,East of Ajax,2007-05-15,2007-05-16,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2007/1043
BTX/2007/1044,The Wash,,Kings Lynn & W Norfolk BC,,Zone 3,2007-05-15,2007-05-16,Cockles,NG,,,,,NEGATIVE,<RL,,BTX/2007/1044
BTX/2007/1045,The Wash,B004F,Kings Lynn & W Norfolk BC,TF60703390,Stylemans,2007-05-15,2007-05-16,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2007/1045
BTX/2007/1046,Camel,B035J,North Cornwall DC,SW92517775,Trebetherick Rocks,2007-05-15,2007-05-16,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2007/1046
BTX/2007/1047,Holy Island-Ross Links,B001O,Berwick upon Tweed BC,NU12333958,Ross Links,2007-05-15,2007-05-16,Mussels,PS,86,66,76,,,,follow up flesh & water requested,BTX/2007/1047
BTX/2007/1048,Burry Inlet,B038L,City and Council of Swansea,SS43409470,Whitford Point,2007-05-15,2007-05-16,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2007/1048
BTX/2007/1049,Brixham,B082A,Torbay BC,SX91125735,Fishcombe Cove,2007-05-15,2007-05-16,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2007/1049
BTX/2007/1050,Silloth,B059H,Allerdale DC,NY11005430,Silloth,2007-05-15,2007-05-16,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2007/1050
BTX/2007/1051,Colwyn Bay,B069A,Conwy CBC,SH83208150,Rhos on Sea,2007-05-15,2007-05-16,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2007/1051
BTX/2007/1052,Conwy,B044H,Conwy CBC,SH76107970,Morfa,2007-05-15,2007-05-16,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2007/1052
BTX/2007/1073,Portland,,Weymouth PHA,SY67697882,Inner Harbour,2007-05-15,2007-05-16,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2007/1073
BTX/2007/1105,Fal,B033C,Falmouth and Truro PHA,SW84544276,Malpas,2007-05-21,2007-05-22,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2007/1105
BTX/2007/1106,Fal,B033R,Falmouth and Truro PHA,SW85623321,Percuil,2007-05-21,2007-05-22,Native Oysters,NG,,,,,,,,BTX/2007/1106
BTX/2007/1107,Fal,B033Z,Falmouth and Truro PHA,SW84093878,T Pontoon,2007-05-21,2007-05-22,Mussels,NG,,,,,,,,BTX/2007/1107
BTX/2007/1108,Fal,B033P,Falmouth and Truro PHA,SW83883621,East Bank,2007-05-21,2007-05-22,Native Oysters,NG,,,,,,,,BTX/2007/1108
BTX/2007/1109,Holy Island-Ross Links,B001O,Berwick upon Tweed BC,NU12333958,Ross Links,2007-05-21,2007-05-22,Mussels,PS ,43.92,51.48,48,,,,Flesh and water samples required,BTX/2007/1109
BTX/2007/1110,Holy Island-Ross Links,B001M,Berwick upon Tweed BC,NU12333958,Ross Links,2007-05-21,2007-05-22,Pacific Oysters,PS,ND,ND,ND,,,,Flesh  sample required,BTX/2007/1110
BTX/2007/1111,Camel,B035K,North Cornwall DC,SW92387395,Little Petherick Creek,2007-05-21,2007-05-22,Cockles,PS,ND,ND,ND,,NEGATIVE,<RL,,BTX/2007/1111
BTX/2007/1112,Start Bay,B087C,South Hams DC,SX82634290,Slapton Sands 2,2007-05-20,2007-05-22,Surf Clams, ,ND,ND,ND,,NEGATIVE,<RL,,BTX/2007/1112
BTX/2007/1113,Lune,B066G,Wyre BC,SD34004870,Knott Spit,2007-05-21,2007-05-22,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2007/1113
BTX/2007/1114,Morecambe Bay - East,B047A,Lancaster CC,SD44306530,Bare Ayre,2007-05-21,2007-05-22,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2007/1114
BTX/2007/1115,Yealm,B031F,Plymouth PHA,SX54104883,Thorn,2007-05-20,2007-05-22,Mussels,NG,,,,, ,,,BTX/2007/1115
BTX/2007/1116,Morecambe Bay - Barrow,B077D,Barrow-in-Furness BC,SD23306470,Roa Island,2007-05-21,2007-05-22,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2007/1116
BTX/2007/1117,Morecambe Bay - Barrow,B077B,Barrow-in-Furness BC,SD18507060,Cocken Tunnel,2007-05-21,2007-05-22,Mussels,PS,ND,ND,ND,,NEGATIVE,<RL,,BTX/2007/1117
BTX/2007/1118,Ribble,B046C,West Lancashire DC,SD32802590,Point 31,2007-05-21,2007-05-22,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2007/1118
BTX/2007/1119,Colne,B012F,Colchester BC,TM06201600,Pyefleet Spit,2007-05-21,2007-05-22,Pacific Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2007/1119
BTX/2007/1130,Portland,B25AA,Weymouth PHA,SY69317746,Lyme Bay Shellfish,2007-05-22,2007-05-22,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2007/1130
BTX/2007/1131,Three Rivers,B071F,Carmarthenshire CC,SN37500640,Gwendraeth,2007-05-21,2007-05-23,Cockles,NG,,,,,NEGATIVE,<RL,,BTX/2007/1131
BTX/2007/1132,Three Rivers,B071D,Carmarthenshire CC,SN33200860,Ginst Point - West,2007-05-21,2007-05-23,Cockles,NG,,,,,NEGATIVE,<RL,,BTX/2007/1132
BTX/2007/1133,Bigbury and Avon,B030B,South Hams DC,SX67324494,West Bank,2007-05-22,2007-05-23,Pacific Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2007/1133
BTX/2007/1134,Fowey,B070S,Fowey PHA,SX12605320,Wisemans,2007-05-21,2007-05-23,Mussels,PS,ND,ND,ND,,,,,BTX/2007/1134
BTX/2007/1135,Fowey,B070K,Fowey PHA,SX12605320,Wisemans,2007-05-21,2007-05-23,Pacific Oysters,NG,,,,,,,,BTX/2007/1135
BTX/2007/1136,Milford Haven,B039H,Pembrokeshire CC,SN00100860,Coedcanlas Spit,2007-05-21,2007-05-23,Mussels,NG,,,,,,<RL,,BTX/2007/1136
BTX/2007/1137,Milford Haven,B39CM,Pembrokeshire CC,SN01000620,Lawrenny Quay,2007-05-21,2007-05-23,Mussels,NG,,,,,,<RL,,BTX/2007/1137
BTX/2007/1138,Milford Haven,B39AF,Pembrokeshire CC,SM89400210,Roscrowther/Kilpaison,2007-05-21,2007-05-23,Cockles,NG,,,,,,<RL,,BTX/2007/1138
BTX/2007/1139,Ravenglass,B053B,Copeland DC,SD08509610,Ravenglass,2007-05-22,2007-05-23,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2007/1139
BTX/2007/1140,Blackwater,B014H,Maldon DC,TM05000000,Ray Sands,2007-05-22,2007-05-23,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2007/1140
BTX/2007/1141,Three Rivers,B071E,Carmarthenshire CC,SN35700730,St Ishmaels,2007-05-21,2007-05-23,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2007/1141
BTX/2007/1142,Lymington River,B24AF,New Forest DC,SZ34809375,No 3 Post,2007-05-21,2007-05-23,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2007/1142
BTX/2007/1143,Poole,B54BF,Poole BC,SZ09119017,Bournemouth Pier,2007-05-22,2007-05-23,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2007/1143
BTX/2007/1144,Poole,B054P,Poole BC,SY99538768,Hamworthy,2007-05-22,2007-05-23,Mussels,NG,,,,,,<RL,,BTX/2007/1144
BTX/2007/1169,Taw/Torridge,B036N,Torridge DC,SS46603050,Appledore Lifeboat Slipway,2007-05-23,2007-05-24,Mussels,NG,,,,,Negative,,,BTX/2007/1169
BTX/2007/1170,Crouch,B015B,Maldon DC,TR00109540,Outer Crouch,2007-05-23,2007-05-24,Native Oysters,NG,,,,,Negative,,,BTX/2007/1170
BTX/2007/1205,The Thames,B16BR,London PHA,TQ93798271,Phoenix,2007-05-29,2007-05-30,Cockles,NG,,,,,Negative,<RL,,BTX/2007/1205
BTX/2007/1206,The Thames,B16AF,London PHA,TR12929919,Foulness Sands,2007-05-29,2007-05-30,Cockles,NG,,,,,Negative,<RL,,BTX/2007/1206
BTX/2007/1207,The Thames,B16AK,London PHA,TR01198614,Maplin Sands West,2007-05-29,2007-05-30,Cockles,NG,,,,,Negative,<RL,,BTX/2007/1207
BTX/2007/1208,Yealm,B031F,Plymouth PHA,SX54104883,Thorn,2007-05-29,2007-05-30,Mussels,NG,,,,,Negative,<RL,,BTX/2007/1208
BTX/2007/1209,Salcombe,B029D,South Hams DC,SX75554148,Geese Quarries,2007-05-29,2007-05-30,Pacific Oysters,PS ,ND,ND,ND,,Negative,<RL,,BTX/2007/1209
BTX/2007/1246,Menai Strait West,B042F,Gwynedd CC,SH49906587,Llanfairisgaer,2007-05-30,2007-05-31,Mussels,NG,,,,,Negative,<RL,,BTX/2007/1246
BTX/2007/1247,Holy Island-Ross Links,B001M,Berwick upon Tweed BC,NU12333958,Ross Links,2007-05-30,2007-05-31,Pacific Oysters,PS,ND,ND,ND,,Negative,<RL,,BTX/2007/1247
BTX/2007/1248,Holy Island-Ross Links,B001O,Berwick upon Tweed BC,NU12333958,Ross Links,2007-05-30,2007-05-31,Mussels,PS,ND,ND,ND,,Negative,1.89,Flesh and water required,BTX/2007/1248
BTX/2007/1273,Fal,B033P,Falmouth and Truro PHA,SW83883621,East Bank,2007-06-04,2007-06-05,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2007/1273
BTX/2007/1274,Fal,B033R,Falmouth and Truro PHA,SW85623321,Percuil,2007-06-04,2007-06-05,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2007/1274
BTX/2007/1275,Fal,B033Z,Falmouth and Truro PHA,SW84093878,T Pontoon,2007-06-04,2007-06-05,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2007/1275
BTX/2007/1276,Fal,B033C,Falmouth and Truro PHA,SW84544276,Malpas,2007-06-04,2007-06-05,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2007/1276
BTX/2007/1277,Yealm,B031F,Plymouth PHA,SX54104883,Thorn,2007-06-04,2007-06-05,Mussels,NG,,,,,,,,BTX/2007/1277
BTX/2007/1278,Colne,B012F,Colchester BC,TM06201600,Pyefleet Spit,2007-06-04,2007-06-05,Pacific Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2007/1278
BTX/2007/1279,Milford Haven,B39CM,Pembrokeshire CC,SN01000620,Lawrenny Quay,2007-06-03,2007-06-05,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2007/1279
BTX/2007/1280,Milford Haven,B39AF,Pembrokeshire CC,SM89400210,Roscrowther/Kilpaison,2007-06-03,2007-06-05,Cockles,NG,,,,,NEGATIVE,<RL,,BTX/2007/1280
BTX/2007/1281,Milford Haven,B039H,Pembrokeshire CC,SN00100860,Coedcanlas Spit,2007-06-03,2007-06-05,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2007/1281
BTX/2007/1282,The Wash,,Boston BC,,Zone 2,2007-06-04,2007-06-05,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2007/1282
BTX/2007/1283,The Wash,,Boston BC,,Zone 1,2007-06-04,2007-06-05,Cockles,NG,,,,,NEGATIVE,<RL,,BTX/2007/1283
BTX/2007/1284,The Wash,,Boston BC,,Zone 2,2007-06-04,2007-06-05,Cockles,NG,,,,,NEGATIVE,<RL,,BTX/2007/1284
BTX/2007/1285,The Wash,,Kings Lynn & W Norfolk BC,,Zone 3,2007-06-04,2007-06-05,Cockles,NG,,,,,NEGATIVE,<RL,,BTX/2007/1285
BTX/2007/1286,Salcombe,B029D,South Hams DC,SX75554148,Geese Quarries,2007-06-04,2007-06-05,Pacific Oysters,PS,ND,ND,ND,,,,,BTX/2007/1286
BTX/2007/1287,Exe,B26AT,East Devon DC,SY99698050,Beacon Point,2007-06-04,2007-06-05,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2007/1287
BTX/2007/1288,Lune,B066A,Lancaster CC,SD42305430,Plover Scar,2007-06-04,2007-06-05,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2007/1288
BTX/2007/1289,The Thames,B16BW,London PHA,TQ89458478,Corporation Jetty,2007-06-04,2007-06-05,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2007/1289
BTX/2007/1290,Three Rivers,B071E,Carmarthenshire CC,SN35700730,St Ishmaels,2007-06-04,2007-06-05,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2007/1290
BTX/2007/1291,North Kent Coast,B17AM,Canterbury CC,TR08206690,Pollard,2007-06-04,2007-06-05,Pacific Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2007/1291
BTX/2007/1292,North Kent Coast,B17BL,Canterbury CC,TR08206690,Pollard,2007-06-04,2007-06-05,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2007/1292
BTX/2007/1293,Holy Island-Ross Links,B001O,Berwick upon Tweed BC,NU12333958,Ross Links,2007-06-04,2007-06-05,Mussels,PS,41,ND,41,,NEGATIVE,<RL,Flesh and water samples requested,BTX/2007/1293
BTX/2007/1325,The Thames,B016R,London PHA,TQ93877502,Barton Point,2007-06-05,2007-06-06,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2007/1325
BTX/2007/1326,Poole,B054P,Poole BC,SY99538768,Hamworthy,2007-06-05,2007-06-06,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2007/1326
BTX/2007/1327,The Solent,B24BB,Isle of Wight Council,SZ59509350,Ryde Sands,2007-06-05,2007-06-06,Cockles,NG,,,,,NEGATIVE,<RL,,BTX/2007/1327
BTX/2007/1328,Newtown,B022E,Isle of Wight Council,SZ42709110,Clamerkin Creek,2007-06-05,2007-06-06,Hard Clams,,ND,ND,ND,,NEGATIVE,<RL,,BTX/2007/1328
BTX/2007/1329,Three Rivers,B071F,Carmarthenshire CC,SN37500640,Gwendraeth,2007-06-04,2007-06-06,Cockles,NG,,,,,NEGATIVE,<RL,,BTX/2007/1329
BTX/2007/1330,Burry Inlet,B038A,Carmarthenshire CC,SS50009740,North (East),2007-06-04,2007-06-06,Cockles,NG,,,,,NEGATIVE,<RL,,BTX/2007/1330
BTX/2007/1331,Swansea,B037I,City and Council of Swansea,SS62908930,Swansea Bay S,2007-06-05,2007-06-06,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2007/1331
BTX/2007/1332,Dart,B028I,South Hams DC,SX88474892,Compass Cove,2007-06-05,2007-06-06,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2007/1332
BTX/2007/1333,Bigbury and Avon,B030B,South Hams DC,SX67324494,West Bank,2007-06-05,2007-06-06,Pacific Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2007/1333
BTX/2007/1365,Portland,,Weymouth PHA,SY67697882,Inner Harbour,2007-06-11,2007-06-11,Mussels,Unable to analyse,,,,,NEGATIVE,<RL,,BTX/2007/1365
BTX/2007/1366,Butley,B009A,Suffolk Coastal DC,TM39704870,Butley Creek,2007-06-11,2007-06-12,Pacific Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2007/1366
BTX/2007/1367,Alde/Ore,B008E,Suffolk Coastal DC,TM46185505,Martello Tower,2007-06-11,2007-06-12,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2007/1367
BTX/2007/1368,Morecambe Bay - Barrow,B077B,Barrow-in-Furness BC,SD18507060,Cocken Tunnel,2007-06-11,2007-06-12,Mussels,Unable to analyse,,,,,NEGATIVE,<RL,,BTX/2007/1368
BTX/2007/1369,Morecambe Bay - Barrow,B077D,Barrow-in-Furness BC,SD23306470,Roa Island,2007-06-11,2007-06-12,Mussels,Unable to analyse,,,,,NEGATIVE,<RL,,BTX/2007/1369
BTX/2007/1370,Bigbury and Avon,B030B,South Hams DC,SX67324494,West Bank,2007-06-11,2007-06-12,Pacific Oysters,NG,,,,,,,,BTX/2007/1370
BTX/2007/1371,Holy Island-Ross Links,B001O,Berwick upon Tweed BC,NU12333958,Ross Links,2007-06-10,2007-06-12,Mussels,PS,ND,ND,ND,POSITIVE,,<RL,Follow up flesh & water requested,BTX/2007/1371
BTX/2007/1372,Southampton Water,B021L,Southampton PHA,SU47800530,Hamble Estuary,2007-06-11,2007-06-12,Native Oysters,NG,,,,POSITIVE,,<RL,Follow up flesh & water requested,BTX/2007/1372
BTX/2007/1373,The Solent,B24AV,Southampton PHA,SZ47509960,Stanswood,2007-06-11,2007-06-12,Native Oysters,Unable to analyse,,,,,NEGATIVE,<RL,Follow up flesh & water requested,BTX/2007/1373
BTX/2007/1374,Southampton Water,B021D,Southampton PHA,SU45000770,Netley,2007-06-11,2007-06-12,Native Oysters,Unable to analyse,,,,,NEGATIVE,<RL,,BTX/2007/1374
BTX/2007/1375,Blakeney,B006C,North Norfolk DC,TF99004530,Simpool,2007-06-11,2007-06-12,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2007/1375
BTX/2007/1376,Colwyn Bay,B069A,Conwy CBC,SH83208150,Rhos on Sea,2007-06-11,2007-06-12,Mussels,Unable to analyse,,,,,NEGATIVE,<RL,,BTX/2007/1376
BTX/2007/1377,The Wash,,Kings Lynn & W Norfolk BC,,Zone 4,2007-06-11,2007-06-12,Cockles,NG,,,,,NEGATIVE,<RL,,BTX/2007/1377
BTX/2007/1378,Portsmouth Harbour,B020B,Portsmouth PHA,SU60290411,Peewit Island W,2007-06-11,2007-06-12,Native Oysters,Unable to analyse,,,,,NEGATIVE,<RL,Follow up flesh & water requested,BTX/2007/1378
BTX/2007/1379,Langstone Harbour,B019A,Portsmouth PHA,SU70600391,Main Channel,2007-06-11,2007-06-12,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2007/1379
BTX/2007/1380,The Solent,B024Q,Portsmouth PHA,SZ63499696,Spit Bank,2007-06-11,2007-06-12,Native Oysters,NG,,,,,NEGATIVE,<RL,Follow up flesh & water requested,BTX/2007/1380
BTX/2007/1381,Three Rivers,B071D,Carmarthenshire CC,SN33200860,Ginst Point - West,2007-06-11,2007-06-12,Cockles,Unable to analyse,,,,,NEGATIVE,<RL,,BTX/2007/1381
BTX/2007/1392,Roach,B073C,London PHA,TQ95699247,Paglesham Reach,2007-06-12,2007-06-13,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2007/1392
BTX/2007/1393,Blackwater,B014H,Maldon DC,TM05000000,Ray Sands,2007-06-12,2007-06-13,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2007/1393
BTX/2007/1394,Crouch,B015B,Maldon DC,TR00109540,Outer Crouch,2007-06-12,2007-06-13,Native Oysters,NG,,,,Insufficient,,<RL,,BTX/2007/1394
BTX/2007/1395,Camel,B035K,North Cornwall DC,SW92387395,Little Petherick Creek,2007-06-12,2007-06-13,Cockles,NG,,,,,NEGATIVE,<RL,,BTX/2007/1395
BTX/2007/1396,Newtown,B022E,Isle of Wight Council,SZ42709110,Clamerkin Creek,2007-06-12,2007-06-13,Hard Clams,,ND,ND,ND,,,<RL,,BTX/2007/1396
BTX/2007/1397,Holy Island-Ross Links,B001M,Berwick upon Tweed BC,NU12333958,Ross Links,2007-06-11,2007-06-13,Pacific Oysters,NG,,,,Insufficient,,<RL,,BTX/2007/1397
BTX/2007/1398,Taw/Torridge,B036F,North Devon DC,SS47303210,Cool Stone - Instow,2007-06-12,2007-06-13,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2007/1398
BTX/2007/1399,West Mersea,B013H,Colchester BC,TM00001370,Strood Channel,2007-06-12,2007-06-13,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2007/1399
BTX/2007/1400,West Mersea,B013L,Colchester BC,TM04521160,Mersea Shore,2007-06-12,2007-06-13,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2007/1400
BTX/2007/1401,West Mersea,B013D,Colchester BC,TL99101260,Salcott,2007-06-12,2007-06-13,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2007/1401
BTX/2007/1402,Dart,B028F,South Hams DC,SX87415599,Waddeton,2007-06-12,2007-06-13,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2007/1402
BTX/2007/1403,Fowey,B070Q,Fowey PHA,SX13405165,Pont Pill No 34,2007-06-12,2007-06-13,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2007/1403
BTX/2007/1404,Fowey,B070K,Fowey PHA,SX12605320,Wisemans,2007-06-12,2007-06-13,Pacific Oysters,PS,ND,ND,ND,,NEGATIVE,<RL,,BTX/2007/1404
BTX/2007/1405,Fowey,B070S,Fowey PHA,SX12605320,Wisemans,2007-06-12,2007-06-13,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2007/1405
BTX/2007/1406,Milford Haven,B039H,Pembrokeshire CC,SN00100860,Coedcanlas Spit,2007-06-12,2007-06-13,Mussels,NG,,,,,,,,BTX/2007/1406
BTX/2007/1425,Yealm,B031F,Plymouth PHA,SX54104883,Thorn,2007-06-13,2007-06-14,Mussels,NG,,,,,,,,BTX/2007/1425
BTX/2007/1426,Salcombe,B029D,South Hams DC,SX75554148,Geese Quarries,2007-06-13,2007-06-14,Pacific Oysters,NG,,,,,,,,BTX/2007/1426
BTX/2007/1427,Camel,B035J,North Cornwall DC,SW92517775,Trebetherick Rocks,2007-06-13,2007-06-14,Mussels,NG,,,,,NEGATIVE,,,BTX/2007/1427
BTX/2007/1469,Plymouth,B32AD,Plymouth PHA,SX41875721,East of Ajax,2007-06-18,2007-06-19,Mussels,PS ,ND,ND,ND,,NEGATIVE,<RL,,BTX/2007/1469
BTX/2007/1470,Brancaster,B005F,Kings Lynn & W Norfolk BC,TF79364451,Loose J,2007-06-18,2007-06-19,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2007/1470
BTX/2007/1471,Milford Haven,B39CM,Pembrokeshire CC,SN01000620,Lawrenny Quay,2007-06-18,2007-06-19,Mussels,NG,,,,,,<RL,,BTX/2007/1471
BTX/2007/1472,Milford Haven,B039H,Pembrokeshire CC,SN00100860,Coedcanlas Spit,2007-06-18,2007-06-19,Mussels,NG,,,,,,,,BTX/2007/1472
BTX/2007/1473,Milford Haven,B39AF,Pembrokeshire CC,SM89400210,Roscrowther/Kilpaison,2007-06-18,2007-06-19,Cockles,NG,,,,,,,,BTX/2007/1473
BTX/2007/1474,Conwy,B044H,Conwy CBC,SH76107970,Morfa,2007-06-18,2007-06-19,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2007/1474
BTX/2007/1475,Lune,B066G,Wyre BC,SD34004870,Knott Spit,2007-06-18,2007-06-19,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2007/1475
BTX/2007/1476,Helford,B034A,Falmouth and Truro PHA,SW75282664,Calamansack Bar,2007-06-18,2007-06-19,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2007/1476
BTX/2007/1477,Ribble,B046C,West Lancashire DC,SD32802590,Point 31,2007-06-18,2007-06-19,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2007/1477
BTX/2007/1478,Burry Inlet,B038L,City and Council of Swansea,SS43409470,Whitford Point,2007-06-18,2007-06-19,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2007/1478
BTX/2007/1479,Morecambe Bay - East,B047A,Lancaster CC,SD44306530,Bare Ayre,2007-06-18,2007-06-19,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2007/1479
BTX/2007/1489,Chichester Harbour,B018C,Chichester DC,SU78400160,Chichester Channel,2007-06-19,2007-06-20,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2007/1489
BTX/2007/1490,Chichester Harbour,B018E,Havant BC,SU74600050,Mill Rythe,2007-06-19,2007-06-20,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2007/1490
BTX/2007/1491,Colwyn Bay,B069A,Conwy CBC,SH83208150,Rhos on Sea,2007-06-19,2007-06-20,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2007/1491
BTX/2007/1492,Liverpool Bay - Wirral,B058D,Mersey PHA,SJ25009200,Leasowe Lighthouse,2007-06-19,2007-06-20,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2007/1492
BTX/2007/1493,Holy Island-Ross Links,B001M,Berwick upon Tweed BC,NU12333958,Ross Links,2007-06-18,2007-06-20,Pacific Oysters,,,,,,NEGATIVE,,Flesh and water samples requested,BTX/2007/1493
BTX/2007/1494,Holy Island-Ross Links,B001O,Berwick upon Tweed BC,NU12333958,Ross Links,2007-06-18,2007-06-20,Mussels,,,,,POSITIVE,,,Flesh and water samples requested,BTX/2007/1494
BTX/2007/1495,Southampton Water,B021L,Southampton PHA,SU47800530,Hamble Estuary,2007-06-18,2007-06-20,Native Oysters,,,,,,NEGATIVE,,,BTX/2007/1495
BTX/2007/1496,Southampton Water,B021H,Southampton PHA,SU49900310,Off Fawley,2007-06-18,2007-06-20,Native Oysters,,,,,,NEGATIVE,,,BTX/2007/1496
BTX/2007/1497,The Solent,B24AV,Southampton PHA,SZ47509960,Stanswood,2007-06-18,2007-06-20,Native Oysters,,,,,,NEGATIVE,,Flesh and water samples advised,BTX/2007/1497
BTX/2007/1498,Southampton Water,B021D,Southampton PHA,SU45000770,Netley,2007-06-18,2007-06-20,Native Oysters,,,,,,NEGATIVE,,,BTX/2007/1498
BTX/2007/1499,Lymington River,B24AF,New Forest DC,SZ34809375,No 3 Post,2007-06-18,2007-06-20,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2007/1499
BTX/2007/1500,Salcombe,B029D,South Hams DC,SX75554148,Geese Quarries,2007-06-18,2007-06-20,Pacific Oysters,NG,,,,,NEGATIVE,<RL,Flesh and water samples requested,BTX/2007/1500
BTX/2007/1501,Dart,B028I,South Hams DC,SX88474892,Compass Cove,2007-06-19,2007-06-20,Mussels,NG,,,,,,,,BTX/2007/1501
