ORGANISATION NAME,EFEFCTIVE DATE,DIRECTORATE,SUPPLIER NAME,DATE PAID,AMOUNT (£),PURPOSE,TRANSACTION No.,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,01/12/2023,PROPERTY AND HIGHWAYS,KEN TAYLOR SUPPLIES LTD,01/12/2023,26.00 ,MATERIAL - GENERAL,V002131339,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,06/12/2023,EARLY HELP AND SCHOOLS,BANNER GROUP LIMITED,06/12/2023,-118.81 ,PRINTING & STATIONERY,V002131346,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,01/12/2023,ECONOMY DIRECTORATE,CASTLEMERE COMMUNITY CENTRE,01/12/2023,400.00 ,ROOM HIRE,V002131352,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,04/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,SUTCLIFFE PLAY,04/12/2023,5766.80 ,ENVIRONMENTAL WORKS LANDSCAPE,V002131459,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,01/12/2023,PROPERTY AND HIGHWAYS,W J NORTH LTD,01/12/2023,33888.18 ,HIGHWAYS CONTRACT,V002131468,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,07/12/2023,PROPERTY AND HIGHWAYS,REDACTED - PERSONAL DATA,07/12/2023,1200.00 ,MINOR BUILDING WORKS,V002131518,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,OASIS UK LTD,22/12/2023,2516.69 ,TRANSACTIONS-EXPENDITURE,V002131519,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,04/12/2023,ADULT CARE LCO FUNCTIONS,POSSABILITIES CIC TRADING,04/12/2023,3014.55 ,SOCIAL SERVICES OTHER,V002131532,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,01/12/2023,PROPERTY AND HIGHWAYS,KEN TAYLOR SUPPLIES LTD,01/12/2023,16.20 ,MATERIAL - GENERAL,V002132285,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,12/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,ROYAL MAIL GROUP LTD,12/12/2023,16.24 ,POSTAGE,V002132302,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,05/12/2023,CHILDREN’S SOCIAL CARE,D A LANGUAGES LIMITED,05/12/2023,103.00 ,TRANSLATION & INTERPRETATION,V002132435,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,20/12/2023,CHILDREN’S SOCIAL CARE,TIMEOUT CHILDRENS HOMES LTD,20/12/2023,21980.00 ,EBD (EMOT & BEHAV DIFF) PLACEMENTS,V002132461,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,12/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,RS ASBESTOS LTD,12/12/2023,700.00 ,FEES / COMMISSION,V002132524,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,04/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,AQUACOOL LTD,04/12/2023,42.00 ,EQUIPMENT - GENERAL,V002132826,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,18/12/2023,CHILDREN’S SOCIAL CARE,TIMEOUT CHILDRENS HOMES LTD,18/12/2023,21980.00 ,EBD (EMOT & BEHAV DIFF) PLACEMENTS,V002132850,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,01/12/2023,PROPERTY AND HIGHWAYS,KEN TAYLOR SUPPLIES LTD,01/12/2023,26.00 ,MATERIAL - GENERAL,V002132917,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,12/12/2023,EARLY HELP AND SCHOOLS,KIDS,12/12/2023,1835.00 ,CONSULTANT FEES,V002132969,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,06/12/2023,CHILDREN’S SOCIAL CARE,D A LANGUAGES LIMITED,06/12/2023,58.62 ,TRANSLATION & INTERPRETATION,V002132971,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,27/12/2023,CHILDREN’S SOCIAL CARE,SANDCASTLE CARE LTD,27/12/2023,21018.00 ,EBD (EMOT & BEHAV DIFF) PLACEMENTS,V002132980,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,06/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,G A ELECTRICAL DISTRIBUTORS LIMITED,06/12/2023,289.71 ,PROPERTY - WORKS ELEMENT,V002133098,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,RESOURCES,GMCA,22/12/2023,2667.00 ,AGMA,V002133107,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,MAS SEEDS LTD,22/12/2023,375.01 ,"TREES, SHRUBS, PLANTS",V002133117,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,EARLY HELP AND SCHOOLS,POSITIVE STEPS,22/12/2023,33600.00 ,EXTERNALLY MANAGED FUNDS,V002133149,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,KILLGERM CHEMICALS LIMITED,22/12/2023,68.59 ,EQUIPMENT - GENERAL,V002133179,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,01/12/2023,CHILDREN’S SOCIAL CARE,SHIELD SUPPORT HUB LTD,01/12/2023,3586.86 ,YOUNG PEOPLES RENTS,V002135613,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,13/12/2023,RESOURCES,BATE AND HOLLAND FUNERAL SERVICES LTD,13/12/2023,2700.00 ,UNDERTAKERS COSTS,V002135701,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,ADULT CARE LCO FUNCTIONS,TUNSTALL HEALTHCARE (UK) LTD,22/12/2023,83.00 ,EQUIPMENT - GENERAL,V002135708,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,06/12/2023,CHILDREN’S SOCIAL CARE,D A LANGUAGES LIMITED,06/12/2023,70.00 ,TRANSLATION & INTERPRETATION,V002135724,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,11/12/2023,EARLY HELP AND SCHOOLS,ROCHDALE BLINDS,11/12/2023,156.67 ,FIXTURES & FITTINGS,V002135739,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,01/12/2023,ADULT CARE LCO FUNCTIONS,SPIN PRINT SOLUTIONS,01/12/2023,43.00 ,PHYSICAL & SENSORY IMPAIRMENT,V002135817,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,06/12/2023,PROPERTY AND HIGHWAYS,FRANK KEY TOOL HIRE LTD,06/12/2023,176.00 ,HIRE OF EQUIPMENT,V002135906,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,06/12/2023,PROPERTY AND HIGHWAYS,FRANK KEY TOOL HIRE LTD,06/12/2023,507.50 ,HIRE OF EQUIPMENT,V002135907,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,12/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,HENDHAM HOTEL LTD,12/12/2023,1064.00 ,ACCOMMODATION,V002136013,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,05/12/2023,PUBLIC HEALTH,XMA LIMITED,05/12/2023,171.02 ,IT EQUIPMENT,V002136087,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,01/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,ELECTRIC CENTER,01/12/2023,225.00 ,EQUIPMENT - GENERAL,V002136111,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,04/12/2023,EARLY HELP AND SCHOOLS,PATTERSONS BRISTOL LTD,04/12/2023,180.38 ,CONSUMABLES,V002136164,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,18/12/2023,CHILDREN’S SOCIAL CARE,THE BIG WORD,18/12/2023,188.99 ,TRANSLATION & INTERPRETATION,V002136861,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,01/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,BANNER GROUP LIMITED,01/12/2023,6.20 ,PRINTING & STATIONERY,V002136897,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,01/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,BANNER GROUP LIMITED,01/12/2023,2.10 ,EQUIPMENT - GENERAL,V002136897,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,PUBLIC HEALTH,B BARRIERS CIC,22/12/2023,10000.00 ,ACTIVITIES,V002136910,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,08/12/2023,ECONOMY DIRECTORATE,CONSTELLIA CONSULTANCY LTD,08/12/2023,1988.00 ,CONSULTANTS FEES,V002136923,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,04/12/2023,ECONOMY DIRECTORATE,CONSTELLIA CONSULTANCY LTD,04/12/2023,3515.38 ,ARCHITECTS FEES,V002137000,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,04/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,W J LEWIS BUILDERS MERCHANTS LIMITED,04/12/2023,60.87 ,BUILDING MATERIALS,V002137011,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,01/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,SPIN PRINT SOLUTIONS,01/12/2023,206.00 ,EQUIPMENT - GENERAL,V002137037,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,01/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,SPIN PRINT SOLUTIONS,01/12/2023,54.00 ,EQUIPMENT - GENERAL,V002137037,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,12/12/2023,RESOURCES,ACT NOW TRAINING LIMITED,12/12/2023,2395.00 ,TRAINING,V002137074,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,12/12/2023,RESOURCES,ACT NOW TRAINING LIMITED,12/12/2023,2395.00 ,TRAINING,V002137074,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,04/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,WARRINGTON SECURITY SERVICES LTD,04/12/2023,3485.00 ,EQUIPMENT - GENERAL,V002137093,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,07/12/2023,EARLY HELP AND SCHOOLS,BANNER GROUP LIMITED,07/12/2023,0.63 ,PRINTING & STATIONERY,V002137208,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,07/12/2023,EARLY HELP AND SCHOOLS,BANNER GROUP LIMITED,07/12/2023,1.04 ,PRINTING & STATIONERY,V002137208,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,07/12/2023,EARLY HELP AND SCHOOLS,BANNER GROUP LIMITED,07/12/2023,1.63 ,PRINTING & STATIONERY,V002137208,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,07/12/2023,EARLY HELP AND SCHOOLS,BANNER GROUP LIMITED,07/12/2023,0.24 ,PRINTING & STATIONERY,V002137208,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,07/12/2023,EARLY HELP AND SCHOOLS,BANNER GROUP LIMITED,07/12/2023,14.88 ,PRINTING & STATIONERY,V002137208,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,07/12/2023,EARLY HELP AND SCHOOLS,BANNER GROUP LIMITED,07/12/2023,3.37 ,PRINTING & STATIONERY,V002137208,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,07/12/2023,EARLY HELP AND SCHOOLS,BANNER GROUP LIMITED,07/12/2023,0.33 ,PRINTING & STATIONERY,V002137208,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,07/12/2023,EARLY HELP AND SCHOOLS,BANNER GROUP LIMITED,07/12/2023,0.21 ,PRINTING & STATIONERY,V002137208,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,07/12/2023,EARLY HELP AND SCHOOLS,BANNER GROUP LIMITED,07/12/2023,2.36 ,PRINTING & STATIONERY,V002137208,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,ECONOMY DIRECTORATE,SYNTAX CONTROLS LIMITED,22/12/2023,90.00 ,REPAIRS & ALTS OF BUILDINGS,V002137223,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,04/12/2023,ECONOMY DIRECTORATE,BANNER GROUP LIMITED,04/12/2023,10.50 ,PRINTING & STATIONERY,V002137228,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,04/12/2023,ECONOMY DIRECTORATE,BANNER GROUP LIMITED,04/12/2023,59.50 ,PRINTING & STATIONERY,V002137228,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,01/12/2023,PROPERTY AND HIGHWAYS,KEN TAYLOR SUPPLIES LTD,01/12/2023,125.00 ,MATERIAL - GENERAL,V002138249,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,01/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,ELECTRIC CENTER,01/12/2023,6.61 ,BUILDING MATERIALS,V002138325,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,PROPERTY AND HIGHWAYS,PARR ROCHDALE LIMITED,22/12/2023,26.67 ,MATERIAL - GENERAL,V002138359,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,27/12/2023,ADULT CARE LCO FUNCTIONS,DORO CARE UK LTD,27/12/2023,1905.95 ,PURCHASE OF FURNITURE AND EQUIPMENT,V002138942,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,01/12/2023,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,01/12/2023,1750.00 ,CONSULTANT FEES,V002138946,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,01/12/2023,PROPERTY AND HIGHWAYS,KEN TAYLOR SUPPLIES LTD,01/12/2023,59.00 ,MATERIAL - GENERAL,V002138948,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,05/12/2023,EARLY HELP AND SCHOOLS,SUEZ RECYCLING AND RECOVERY UK LTD,05/12/2023,1.80 ,REFUSE DISPOSAL,V002138950,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,05/12/2023,EARLY HELP AND SCHOOLS,SUEZ RECYCLING AND RECOVERY UK LTD,05/12/2023,12.05 ,REFUSE DISPOSAL,V002138950,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,05/12/2023,EARLY HELP AND SCHOOLS,SUEZ RECYCLING AND RECOVERY UK LTD,05/12/2023,12.78 ,REFUSE DISPOSAL,V002138950,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,05/12/2023,EARLY HELP AND SCHOOLS,SUEZ RECYCLING AND RECOVERY UK LTD,05/12/2023,108.40 ,REFUSE DISPOSAL,V002138950,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,19/12/2023,CHILDREN’S SOCIAL CARE,THE BIG WORD,19/12/2023,1208.42 ,TRANSLATION & INTERPRETATION,V002139058,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,19/12/2023,EARLY HELP AND SCHOOLS,THE BIG WORD,19/12/2023,54.10 ,TRANSLATION & INTERPRETATION,V002139058,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,19/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,THE BIG WORD,19/12/2023,236.24 ,TRANSLATION & INTERPRETATION,V002139058,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,19/12/2023,CHILDREN’S SOCIAL CARE,THE BIG WORD,19/12/2023,43.54 ,TRANSLATION & INTERPRETATION,V002139058,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,19/12/2023,ADULT CARE LCO FUNCTIONS,THE BIG WORD,19/12/2023,115.65 ,TRANSLATION & INTERPRETATION,V002139058,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,19/12/2023,EARLY HELP AND SCHOOLS,THE BIG WORD,19/12/2023,2.08 ,TRANSLATION & INTERPRETATION,V002139058,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,19/12/2023,EARLY HELP AND SCHOOLS,THE BIG WORD,19/12/2023,15.80 ,TRANSLATION & INTERPRETATION,V002139058,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,19/12/2023,EARLY HELP AND SCHOOLS,THE BIG WORD,19/12/2023,39.27 ,TRANSLATION & INTERPRETATION,V002139058,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,12/12/2023,PROPERTY AND HIGHWAYS,ROYAL MAIL GROUP LTD,12/12/2023,248.12 ,POSTAGE,V002139061,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,12/12/2023,PROPERTY AND HIGHWAYS,ROYAL MAIL GROUP LTD,12/12/2023,137.53 ,POSTAGE,V002139062,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,12/12/2023,PROPERTY AND HIGHWAYS,ROYAL MAIL GROUP LTD,12/12/2023,93.97 ,POSTAGE,V002139063,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,14/12/2023,EARLY HELP AND SCHOOLS,WHITEGATE NW LTD,14/12/2023,33.45 ,"CLOTHES, UNIFORM AND LAUNDRY",V002139072,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,14/12/2023,EARLY HELP AND SCHOOLS,WHITEGATE NW LTD,14/12/2023,33.45 ,"CLOTHES, UNIFORM AND LAUNDRY",V002139072,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,EARLY HELP AND SCHOOLS,WHITEGATE NW LTD,22/12/2023,49.65 ,"CLOTHES, UNIFORM AND LAUNDRY",V002139075,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,EARLY HELP AND SCHOOLS,WHITEGATE NW LTD,22/12/2023,49.65 ,"CLOTHES, UNIFORM AND LAUNDRY",V002139075,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,EARLY HELP AND SCHOOLS,WHITEGATE NW LTD,22/12/2023,52.34 ,"CLOTHES, UNIFORM AND LAUNDRY",V002139076,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,EARLY HELP AND SCHOOLS,WHITEGATE NW LTD,22/12/2023,52.34 ,"CLOTHES, UNIFORM AND LAUNDRY",V002139076,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,CHILDREN’S SOCIAL CARE,ADVANCED CHILD CARE ASSESSMENTS LIMITED,22/12/2023,1703.59 ,MEDICAL FEES,V002139084,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,CHILDREN’S SOCIAL CARE,ADVANCED CHILD CARE ASSESSMENTS LIMITED,22/12/2023,1616.04 ,MEDICAL FEES,V002139086,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,04/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,BANNER GROUP LIMITED,04/12/2023,33.57 ,PRINTING & STATIONERY,V002139103,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,04/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,BANNER GROUP LIMITED,04/12/2023,11.25 ,PRINTING & STATIONERY,V002139103,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,04/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,BANNER GROUP LIMITED,04/12/2023,0.14 ,PRINTING & STATIONERY,V002139103,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,04/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,BANNER GROUP LIMITED,04/12/2023,0.40 ,PRINTING & STATIONERY,V002139103,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,04/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,BANNER GROUP LIMITED,04/12/2023,0.28 ,PRINTING & STATIONERY,V002139103,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,04/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,BANNER GROUP LIMITED,04/12/2023,6.20 ,PRINTING & STATIONERY,V002139103,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,04/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,BANNER GROUP LIMITED,04/12/2023,3.63 ,PRINTING & STATIONERY,V002139103,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,04/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,BANNER GROUP LIMITED,04/12/2023,4.96 ,PRINTING & STATIONERY,V002139103,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,04/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,BANNER GROUP LIMITED,04/12/2023,4.16 ,PRINTING & STATIONERY,V002139103,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,04/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,BANNER GROUP LIMITED,04/12/2023,1.52 ,PRINTING & STATIONERY,V002139103,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,04/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,BANNER GROUP LIMITED,04/12/2023,3.90 ,PRINTING & STATIONERY,V002139103,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,04/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,BANNER GROUP LIMITED,04/12/2023,9.79 ,PRINTING & STATIONERY,V002139103,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,04/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,BANNER GROUP LIMITED,04/12/2023,117.05 ,PRINTING & STATIONERY,V002139103,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,04/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,BANNER GROUP LIMITED,04/12/2023,3.70 ,PRINTING & STATIONERY,V002139103,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,04/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,BANNER GROUP LIMITED,04/12/2023,1.89 ,PRINTING & STATIONERY,V002139103,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,04/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,BANNER GROUP LIMITED,04/12/2023,1.18 ,PRINTING & STATIONERY,V002139103,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,04/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,BANNER GROUP LIMITED,04/12/2023,57.93 ,EQUIPMENT - GENERAL,V002139103,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,01/12/2023,EARLY HELP AND SCHOOLS,BANNER GROUP LIMITED,01/12/2023,14.72 ,CONSUMABLES,V002139114,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,04/12/2023,EARLY HELP AND SCHOOLS,BANNER GROUP LIMITED,04/12/2023,7.22 ,CONSUMABLES,V002139116,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,04/12/2023,EARLY HELP AND SCHOOLS,BANNER GROUP LIMITED,04/12/2023,28.00 ,PRINTING & STATIONERY,V002139116,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,06/12/2023,RESOURCES,BANNER GROUP LIMITED,06/12/2023,38.20 ,PRINTING & STATIONERY,V002139117,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,06/12/2023,RESOURCES,BANNER GROUP LIMITED,06/12/2023,5.52 ,PRINTING & STATIONERY,V002139117,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,05/12/2023,CHILDREN’S SOCIAL CARE,D A LANGUAGES LIMITED,05/12/2023,85.50 ,TRANSLATION & INTERPRETATION,V002139135,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,07/12/2023,ECONOMY DIRECTORATE,KEPPIE MASSIE,07/12/2023,300.00 ,CONSULTANT FEES,V002139202,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,12/12/2023,CHILDREN’S SOCIAL CARE,ROYAL MAIL GROUP LTD,12/12/2023,9.52 ,PRINTING & STATIONERY,V002139272,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,04/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,BANNER GROUP LIMITED,04/12/2023,11.06 ,PRINTING & STATIONERY,V002139274,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,04/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,BANNER GROUP LIMITED,04/12/2023,5.38 ,PRINTING & STATIONERY,V002139274,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,04/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,BANNER GROUP LIMITED,04/12/2023,19.44 ,PRINTING & STATIONERY,V002139274,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,04/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,BANNER GROUP LIMITED,04/12/2023,1.25 ,PRINTING & STATIONERY,V002139274,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,04/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,BANNER GROUP LIMITED,04/12/2023,0.64 ,PRINTING & STATIONERY,V002139274,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,04/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,BANNER GROUP LIMITED,04/12/2023,0.98 ,PRINTING & STATIONERY,V002139274,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,04/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,BANNER GROUP LIMITED,04/12/2023,6.75 ,PRINTING & STATIONERY,V002139274,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,04/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,BANNER GROUP LIMITED,04/12/2023,3.53 ,PRINTING & STATIONERY,V002139274,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,04/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,BANNER GROUP LIMITED,04/12/2023,9.79 ,PRINTING & STATIONERY,V002139274,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,04/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,BANNER GROUP LIMITED,04/12/2023,51.55 ,PRINTING & STATIONERY,V002139274,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,04/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,BANNER GROUP LIMITED,04/12/2023,14.64 ,PRINTING & STATIONERY,V002139274,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,04/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,BANNER GROUP LIMITED,04/12/2023,44.31 ,EQUIPMENT - GENERAL,V002139274,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,01/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,ELECTRIC CENTER,01/12/2023,120.82 ,BUILDING MATERIALS,V002139277,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,05/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,ASH TIMBER LIMITED,05/12/2023,14.84 ,REPAIRS & ALTS OF BUILDINGS,V002139320,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,08/12/2023,EARLY HELP AND SCHOOLS,MILLENNIUM TRANSLATIONS LTD,08/12/2023,63.80 ,TRANSLATION & INTERPRETATION,V002139354,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,12/12/2023,RESOURCES,ROYAL MAIL GROUP LTD,12/12/2023,61.20 ,POSTAGE,V002139401,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,04/12/2023,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,04/12/2023,854.16 ,PROFESSIONAL FEES,V002139457,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,04/12/2023,EARLY HELP AND SCHOOLS,PREMIERESHOW LIMITED,04/12/2023,4180.00 ,TAXI HIRE,V002139478,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,04/12/2023,EARLY HELP AND SCHOOLS,PREMIERESHOW LIMITED,04/12/2023,4180.00 ,TAXI HIRE,V002139478,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,19/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,SHRED STATION,19/12/2023,99.00 ,OFFICE EXPENSES,V002139487,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,01/12/2023,PROPERTY AND HIGHWAYS,RECORD UK LTD,01/12/2023,2360.00 ,SPECIFIED MAINTENANCE,V002139526,,,,,,,,,
